sentence1	sentence2	gold_label
A chef wearing white and black (and a white chef hat) lifting a spoon full of his newly concocted soup from a large stainless steel pot.	A chef holds a spoonful of chicken soup.	neutral
A group of horses and their jockeys race across the grass.	horse riding competition taking place	neutral
A person sitting on a ledge with a letter in their hands.	The person has a letter that his girlfriend wrote.	neutral
A man wearing a red hat while holding a ladder with a man in a brown hat looking at him.	the men are painting a house	neutral
A group of woman in red shirts are singing.	Women are singing in a church choir.	neutral
Three lean, numbered, greyhounds race along a track.	The greyhounds are black.	neutral
A basketball player hangs from a basketball hoop by his feet, laughing and talking to a referee in front of a crowd.	A basketball player joyously hangs from a basketball hoop	neutral
Three elderly women walking from behind.	three old women walk from behind on a sidewalk	neutral
Dog jumps over red and white pole while boy looks on	A boy can only watch as his trained dog competes in a dog show obstacle course.	neutral
A blond child is playing with a metal yard ornament.	A child is in the garden.	neutral
A woman is walking through a dark hallway out into an open street.	A woman is walking to work.	neutral
A crowd sits in front of a large stone church with two steeples.	A crowd patiently awaiting the bride and groom outside of a church.	neutral
Two people are sitting outside, as a group of people on bikes stand behind them and a woman pushing a stroller with a child in it stands beside them.	A biker gang rides past some people as they head home from school.	neutral
A clown in an orange shirt entertains a crowd.	Orange is the clowns favorite color.	neutral
Person in a bright green jacket jogs on a road along a field.	The road is long.	neutral
A young man is doing a skateboarding trick while two guys take pictures and another is riding a scooter.	A group of high school friends prepare to make a skating video	neutral
a woman with a red jacket and headscarf looks out over a scenic view of a bay through a set of pay binoculars on a viewing deck.	A woman watchs flying ducks through the binoculars.	neutral
Lady doing chemistry work while the man in long-sleeve shirt observes her.	A lady is doing research while being officially observed	neutral
A little girl kneels on a ledge at the edge of a fence, with a bucket in front of her.	A little girl is carrying a bucket through a field.	neutral
Inside a sunny room, an older woman in a blue shirt is handing a loaf of bread over a pile of bagged bread to a smiling woman with eyes closed, in flower shirt and duster sweater, as a man in a red shirt and glasses stands between them and watches.	The woman is wearing pants.	neutral
Two young boys are playing volleyball.	The boys are practicing for the volleyball tournament.	neutral
A little boy and little girl are petting a calf through a wooden fence.	Some children are visiting a farm.	neutral
A group of people travel through a line along side a gorilla statue.	They are in a line.	neutral
A bird flying pass the walkway.	a natural creature walking	neutral
A gymnast is performing on the balance beam.	The gymnast is a female.	neutral
2 girls are outside working on their bicycles	Two girls fix their bikes before riding.	neutral
A man and young girl practice their martial art skills.	The man and young girl are preparing for a competition.	neutral
A man is cooking a square pancake: he lifts it with his fingers and a spatula to check to see if it is done.	A man is making breakfast for his family.	neutral
Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike.	A woman racing in a event.	neutral
In the evening or dark light a few people wait on a pier with a boat in the background.	There are some people and a rowboat.	neutral
A girl in a white shirt holds a towel over another girls face as she drinks from a cup in a crowded place.	Two girls are at a shopping center and they are thirsty.	neutral
A blond woman in a dark beige scarf and jean jacket watches a man in a black shirt cook some food.	The woman is waiting for her take out order to be cooked.	neutral
A man is sitting in the middle of a room in an art gallery, and is putting some frames together, preparing a piece of art for hanging.	The owner of the gallery is helping out by putting together some frames.	neutral
Three uniformed people take off in a small boat with an outboard motor.	Three uniformed people in the small boat are traveling slowly.	neutral
A small child stands in front of short white table.	A child is looking at their meal.	neutral
Two young women sitting at an outdoor resaurant looking at menus about to place their order with the waiter standing at their table.	the women are white	neutral
A bunch of skater guys playing around.	They're about to begin a skating competition	neutral
A man wearing khaki pants and no shirt is shaving his face near a boxcar.	A man is homeless.	neutral
A man is running on a bridge, while a dog is standing between two men on the bridge as well.	A man jogging across the bridge interrupts the two men fighting over the dog.	neutral
A woman pouring a red drink mixture into some glasses with onlookers passing.	The red drink is cranberry juice.	neutral
A group of people in formal attire are in the background and a man in a white shirt with khaki pants jumps from the dirt road to the green grass.	People who are participating in a wedding are photobombed by a man jumping.	neutral
One dog with an object in its mouth is met by another dog nearby a fence.	Two dogs ready to play with each other.	neutral
A boy sitting in the snow, giving a thumbs-up sign.	A boy is getting his picture taken.	neutral
A young pitcher is throwing the baseball.	A young pitcher is playing in a game.	neutral
Two brown dogs wearing collars fighting.	The dogs are fighting for food	neutral
A woman in a red and white striped shirt is sitting down.	The woman is sitting in a lounge chair.	neutral
A person wearing a blue helmet is hooking a pulley onto a thick steel wire.	A person is at a train station.	neutral
A woman in a red shirt plays a cello.	The woman playing cello has an audience.	neutral
A man in black wearing protective headgear speeds around a corner on a motorcycle.	A man on a vehicle is wearing a helmet.	neutral
A young girl is on a swing with a lawn and trees behind her.	The young girl was in a park on a swing.	neutral
Two young women standing outside a blue door, one smoking a cigarette.	The women are at a bar, and stepped outside together so one could smoke her cigarette.	neutral
Two people walk outside in a nature area.	Two people hike as part of a fundraiser event.	neutral
A young boy, arms and legs splayed wide, is leaping into the water on a rocky shoreline.	A little boy can't wait to cool off at the beach.	neutral
A man in a gray shirt and two boys in swim trunks are playing in the ocean waves.	A man and his two little brothers are playing in the ocean.	neutral
A lady in a sundress is jaywalking across a city street.	A lady runs through a busy street.	neutral
A man is jumping up high while holding several blue balloons on a string.	A man is giving blue balloons to kids.	neutral
Man standing next to a speeding train looking at his cellphone.	The man is browsing reddit.	neutral
Two guys sitting down on the sidewalk with long hair just looking around.	Two guys lazily sitting down on the sidewalk with long hair just looking around.	neutral
A lone hiker treks through deep snow near rocky peaks.	A large human hiking.	neutral
A man is walking by a van.	A man is going to his van.	neutral
A man and woman on a beach, jumping.	Two people are on the beach fishing.	neutral
A man taking a break from fishing.	An individual is sleeping by the river.	neutral
A middle-aged woman is in-focus on a piece of exercise equipment, with the rest of the gym and people out of focus behind her.	The woman is white	neutral
Children playing on rocks while adults watch.	Children are playing with their parents	neutral
A woman in a red dress is talking on a cellphone.	Walking talking to her husband on cellphone	neutral
a little kid riding a small bike	The little kid is learning to ride a bike.	neutral
A man is giving his daughter a ride on a sledge with his motorcycle.	The mother is worried sick because she is afraid of motorcycles and her daughter is riding one right now.	neutral
"One of the buses is marked ""Linea Express"" while the other is marked ""Metropolitan Transit System"". "	Two buses	neutral
Large dog plays with two smaller dogs on grass.	Three dogs are playing with a ball.	neutral
A man wearing a cap, brown shirt and tan slacks, stands in between a red and white cooler and a blue and white cooler on one side; and a blue crate filled with items on the other side.	The man wearing a cap is getting ready for a trip.	neutral
Asian families taking a break from life.	The families are depressed.	neutral
A woman in white pants and floral top, a woman in dress with a brown jacket and another woman in a purple dress all hurry somewhere as the wind blows.	The women walk to lunch	neutral
An older man wearing a blue hat and dark clothes, sits on a ledge with a bag resting near his feet	A homeless man sits on ledge with all his belongings while waiting for some form of transportation.	neutral
A woman talks on her cellphone while standing near a brick wall.	A woman is talking to her lawyer on her cellphone.	neutral
Two boys are in midair jumping into an inground pool.	Two boys are wearing blue swim trunks.	neutral
A group of people in a park filled with trees while one person grabs a swing attached to a tree.	A group of women at a park by the lake.	neutral
Man and woman fishing in the ocean.	A man and woman are fishing on vacation.	neutral
Large happy family walking down railroad tracks with two dogs in the winter.	A train is approaching a family on railroad tracks.	neutral
A man and his dog are dressed up in colorful costumes in the street in front of a bakery.	A man and his dog are in front of a bakery.	neutral
The kid is learning to ride a bike.	The man's father is teaching him how to ride	neutral
A man in black gloves takes meat in a roasting pan out of the oven.	A man takes ham out of the oven.	neutral
A man windsurfs, putting his off hand into the water.	HE IS STANDING ON A BOARD	neutral
An Asian man wearing a dark tank top t-shirt is in the marketplace.	A man shops for groceries at the marketplace.	neutral
A brunette male toddler is sitting in a sink and holding a toothbrush.	A toddler sitting in a sink after just having had a bath.	neutral
Green bicycle sitting outside on sidewalk on display.	The bicycle has a price tag.	neutral
A woman is pushing a shopping cart of groceries in the parking lot of Trader Joe's.	A woman is pushing her cart to her car so her kids can load the groceries.	neutral
A black and white dog is jumping over high yellow grass.	A black and white dog chases a rabbit through the grass.	neutral
People walking around in a store shopping.	A family wants to buy a new television.	neutral
A room full of kids playing various games including Monopoly.	Kids playing Twister and Monopoly at a birthday party.	neutral
A man dressed in gold with his gold bike stops to look at the city.	Man in gold bike looks at New York	neutral
Three children in big balls inside of a swimming pool, at a festival.	two of the children are boys.	neutral
Two women perform for an audience.	Two women perform a dance for an audience.	neutral
Three kids squat down and look at the ground on the shore of a lake.	The kids are looking at a coin.	neutral
This picture is a strange combination of old times and present day.	There is an old typewriter next to a laptop.	neutral
A woman dressed brightly in florescent wig, tights, leotard, tank top, and high tops plays in public with a pink hula hoop.	A lady is teaching others how to hula hoop.	neutral
Two workers are cleaning a window with bystanders and a dog in the background.	Two men are cleaning a large picture window in the front of a store.	neutral
Man in red shirt watches dog on an agility course.	The dog did very well.	neutral
A little blond boy is running around in the grass behind a row of benches	The boy is at a park with his mother.	neutral
A group of hikers looking at a map.	climbers have reached there destiny	neutral
Girls blow bubbles outdoors.	Girls are blowing bubbles at an outside party.	neutral
Two people in a canoe float past a rocky, wooded cliff.	Two men race their canoes through some rapids.	neutral
Two teenage girls arm wrestle while a third girl watches.	the girls are fighting	neutral
A young boy skipping down a tennis court in absolute glee.	A young boy is waiting for someone.	neutral
Three kids playing with a brown pony.	Three kids play with their pony.	neutral
A woman in a blue dress is taking a picture of a statue.	The woman is blue is taking pictures at the art museum.	neutral
A black man wearing a gray jacket speaks into a microphone.	A man sings in the microphone.	neutral
A girl with a pink striped shirt is walking up a set of stone stairs.	The stairs the girl is walking up are stone	neutral
Two white guys are playing video games in their dorm.	The people are playing video games indoor.	neutral
A band with saxophones and trombones are preparing to play music.	The band has string, woodwinds, brass, and percussion.	neutral
A person sitting outside facing a mountain sitting on a bench.	A person is facing the mountain.	neutral
A large white dog is playing with a large stick.	The dog is playing outside	neutral
Man lays prostrate on the ground on his back possibly in exhaustion.	A tired man is laying on the ground outside after running a race.	neutral
A woman wearing a pink shirt and yellow helmet paddles around in a pink kayak.	A woman is in a kayak race.	neutral
"A man and woman are holding a sign that reads, ""Teaching Children for peace""."	A man and woman holding a sign for a protest.	neutral
A group of people sit around a blazing fire at night.	There is a group of people enjoying a fire after midnight.	neutral
A man doing construction on a building.	The man is holding a hammer.	neutral
Two doctors are performing surgery on a patient and other people have a conversation in the background.	The doctors are performning an appendectomy on the patient.	neutral
An indian man is wearing a red shirt and jeans and is scaling a rock wall with a blue harness on.	The man really enjoys climbing.	neutral
Person in checkered shirt and red pants riding a motorbike down a road.	The street has a person on a bike going down it.	neutral
A toddler girl in pink pajamas playing with a toy house as her grandmother watches over her.	the girl is white	neutral
A technician bent over fixing a machine.	A technician is fixing a machine in a lady's house.	neutral
A.group of diverse people around a memorial	The funeral drew many diverse mourners.	neutral
The black and white dog is tethered next to a yellow car.	The pet was leashed for safety.	neutral
A large group of people is standing in two ovals while listening to a band play in the background.	A lot of women are listening to live music.	neutral
Several Asian people are walking around a busy downtown shopping area.	The people are grocery shopping.	neutral
Happy face of man speaking into microphone held in hand in front of brick building.	People are happy about the announcement.	neutral
A white man speaks in front of a camera on a sidewalk in a city.	a white man speaks to a news film crew on a sidewalk in a city	neutral
A woman is taking care of a sheep.	A woman nurses a sheep to health.	neutral
A woman in a black leather mini-dress and boots is shopping from a street vendor.	The woman is going to make a purchase.	neutral
A girl wearing a pink shirt and overalls is smiling and there is another child that is out of focus.	A girl is outside.	neutral
Four older people are sitting outdoors at a restaurant.	Four people dine outside.	neutral
While standing in front of several cafe tables, a woman wearing an off-white blouse and a dark colored skirt speaks with a woman who is wearing white sunglasses, a white shirt and a green skirt.	The hostess of the cafe gives directions to a woman wearing sunglasses while standing in front of the tables.	neutral
Older man leading a white cow down a crowded street.	An old man is taking his cow to market.	neutral
Gentleman with pork pie hat walking with conviction in opposite direction that large white arrow is pointing.	The pork pie hat is old	neutral
A person, with a hat covering the face, sitting at a table eating noodles.	The person is embarrassed and is covering their face.	neutral
A security guard stands by a metal, lighted sculpture.	A security guard is in a musuem.	neutral
A toddler standing and holding a woman's hand.	A toddler is wearing a green shirt.	neutral
This is a man crouching down while putting money into a parking meter	The man is going shopping	neutral
An older woman sets out a bowl on the ground.	A woman gives her cat food.	neutral
Two adults and two children sitting on rocks for a picture	A family are getting their family portrait done.	neutral
A young woman with purple dreads hula-hoops while wearing furry purple leg-warmers and hot blue Nikes.	A woman is working out.	neutral
the band is getting ready for tonight's show with a pre-show run through.	The band is going to play classical music.	neutral
A woman having her picture taken in front of a large carving.	The woman is posing for the camera.	neutral
Two men with glasses are sitting in the dark facing each other both on computers.	Two hackers are trying to break a code.	neutral
A woman handing a white cup to a man with a newspaper box and a shopping cart between them.	a woman gives a cup to a guy to drink out of	neutral
A singer on a stage with a white shirt.	A person is performing a musical number.	neutral
A girl is sitting on someone's shoulders in front of a green wall.	A girl is looking over a green wall.	neutral
A young girl dressed all in pink is standing on a fence and looking at a horse.	A young girl dressed all in pink is standing on a fence and looking at a white baby horse.	neutral
Two blond women in red shirt facing away from the camera, standing at the edge of a seated crowd.	Two women are selling beer at a baseball game.	neutral
A man in ruffles pushes a stroller through a park.	The man has his baby in the stroller.	neutral
The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball.	Boys are playing a soccer game and one tries to make a goal.	neutral
Two happy looking women beside alcoholic beverages.	The women are getting drunk because they don't know how to hold their liquer.	neutral
A man takes aim at a golf ball as his swing is fully extended behind his back.	A man is trying for a hole in one.	neutral
An elderly Asian man is wearing a colorful hat and sitting in a chair.	A man wearing a colorful hat in recognition of Dr Seuss day	neutral
A man in a yellow vest is smoking and working in a field.	A man is working in a field.	neutral
A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both.	Two best friends sit next to each other with dough in front of them	neutral
playing the guitar in front of the color purple.	there is a corelation between colours and instrument	neutral
A man selling goods n a market town in Asia.	The man is selling fish.	neutral
A young man is skateboarding in a skate park.	The man is at the park in the rain.	neutral
Two persons repairing their bicycle.	There is a man and a boy repairing a bicycle.	neutral
A dog with red fur stands in a body of water.	The dog is a chow	neutral
A woman sits at a table near a window, with a plate and glass in front of her.	The woman is or has eaten.	neutral
Two people on a motorcycle.	The men were on their way to a strip club.	neutral
Two people in bright green outfits are standing in an alley next to a motorcycle.	The motorcycle is bright green.	neutral
Tackle on the soccer field	Someone is laying on the field.	neutral
The firemen in the picture are getting ready to use their fire equipment.	Fireman are at the scene of a burning house.	neutral
One man looks into the distance next to another who has his hand in the air.	Two men are looking at the same thing.	neutral
A man is firing a handgun.	a man fires a handgun at a target	neutral
A woman with glasses is teaching a class on a stage.	There is a tall woman with black glasses teaching a class full of children.	neutral
Kids sitting around a table reading and eating corn dogs.	Children are reading comic books and eating corn dogs at the convention.	neutral
Three men are sitting at a wooden table.	Three men are at a table at a park	neutral
A group of children carrying poles and swords.	A group of children are preparing for war with a rival gang.	neutral
A woman wearing black standing on the sidewalk is holding a baby in an orange carrier.	A woman is holding her baby.	neutral
Three dogs are playing in the grass.	Some dogs are rolling around on the ground.	neutral
A man wearing a pink shirt has headphones on.	A man is walking for exercise.	neutral
A man in a suit, sitting behind a desk covered with radio paraphernalia, speaks into a microphone.	the man was a paid presenter	neutral
Four children look through rolled magazines like telescopes.	Four children are having a lot of fun	neutral
Men and women shoppers selecting fruit at a marketplace, while the shop keeper in white watches.	Some people are selecting apples to buy.	neutral
Four people are leaning against a fence, looking at a hill.	Four people are about to climb a hill/	neutral
A dog with its tongue out is trying to look up the tree.	the dog is looking at a cat	neutral
A red-haired woman is dancing with a man in a red cap in front of an outdoor orchestra and a Russian sign.	The couple enjoys their date night out	neutral
Eastern dancers holding flags.	Eastern dancers holding flags from around the world as they perform a dance.	neutral
Two men on horses one with a black hat, and the other with a white hat, chasing a bull.	The two men are chasing a black bull.	neutral
Two police are on patrol on two horses.	Two policemen riding their horses on patrol are looking for a lost boy.	neutral
Asian man sweeping the walkway.	A Japanese man is sweeping the sidewalk	neutral
People carrying musical instruments are standing on a corner.	People are carrying tubas.	neutral
There is a driver in back, soda bottles in front, and a blue barrel in the middle.	The soda bottle in front holds grape soda.	neutral
A man and a woman, both holding packets, talk to two seated men in a well-lit lobby area.	The man and woman want to the two men to sign a petition.	neutral
there are 6 young men playing basketball in blue and white uniforms, while people look on from the stands.	The team is wearing their new uniforms for their first game.	neutral
A girl with brown hair setting up a light for a show.	A girl at theater getting the stage ready.	neutral
A woman is manipulating dishes in a dishwasher with a man and another woman next to her.	The woman is cleaning up after dinner.	neutral
A man wearing a white shirt and black shorts is walking by some old buildings.	A man walks past old buildings on his way to work	neutral
A lady holding a microphone standing on a stage.	A lady is getting ready to sing.	neutral
A woman with a red sleeveless top and a long black skirt holding one young child in her arm and holding another young child by the hand as she walks along.	A woman takes her kids to school.	neutral
A woman is taking a photograph on a beach at the edge of the water while a girl stands in the foreground.	A girl is smiling.	neutral
An old man with a multicolored hat standing is standing front of a earth toned mosaic sign, with foreign language in the tiles.	The man looks to the side.	neutral
Several people are in a hot air balloon posing for the camera with a river in the background.	The people are taking photos for vacation memories.	neutral
A man stands at the passenger door of an emergency vehicle.	An old man standing by a police car.	neutral
An old man in a blue shirt, working on a workbench.	an old man is building a crib for his daughter	neutral
A dog is running and catching a ball	A dog chases after a ball thrown to it by its owner.	neutral
A woman in a red dress is looking at something down the street.	The women is scared	neutral
Many women with tied up hair sit at a health presentation.	Women are sitting at a presentation about cancer.	neutral
Five men, uniformly dressed in white shirts, tie and black slacks converse at the back of an open van.	The dressed up men are getting in the van.	neutral
A man sits with his head down on a subway.	The man is wearing a suit.	neutral
A man in a bright green shirt and sunglasses is riding a bicycle through the streets whilst drinking a latte.	He bought the latte from starbucks.	neutral
A man and a woman holding microphones.	The men and women are singing a duet.	neutral
A group of people are watching a band perform.	People have attended woodstock.	neutral
Indian women discussing their task on a dirt road.	Indian women are wearing custom made shoes from Germany.	neutral
Two children looking into water.	The children are by the lake.	neutral
People standing on an observation deck looking out over Paris, the Effie tower is to the right.	A tourist visits Paris	neutral
A family relaxes with cold water outside their camper.	There is a family camping.	neutral
A woman playing tennis.	The woman is wearing a headband.	neutral
A woman in a blue shirt smiles at the camera while she stands next to a car that matches her shirt.	A woman in a blue shirt stand behind the rose car.	neutral
A surfer in a wetsuite jumps waves.	A surfer jumps waves as he paddles out.	neutral
Two white canopies with men standing under them while one man is walking away.	the men are workers	neutral
A man contorts his body as he plays baseball.	A man putting on a show for his fans.	neutral
The regional park police helicopter is preparing to land.	The park police helicopter is landing at the park.	neutral
Three boys are playing outside, and two are holding a giant ball that looks like a globe while the other jumps up high over it.	The boys are playing with a ball.	neutral
A diverse collection of people are walking away from the camera and around a gray building during the day.	coworkers are taking their lunch break	neutral
Two women compete in a hurdle event.	These women are professional athletes	neutral
A man in a suit is painting a picture while outside, a clock can be seen in the background above the hedges.	The man is painting a picture for his client.	neutral
Two children slide down a slide into a ball pit while another child looks on.	Some children are playing in the ball pit at McDonald's.	neutral
A person is eating pasta, while a dog is watching.	A person is eating pasta, while a black dog is watching.	neutral
Children jump off the edge into a pool.	The pool is dirty.	neutral
A man is looking at one of his four flat screen computers.	A man is sitting at a desk.	neutral
An unshaven man sits in front of an evergreen tree.	The man is in front of a Christmas tree.	neutral
The black dog jumped the tree stump.	The small puppy jumps over the tree stump outdoors.	neutral
A dirt street in what looks to be China, with two women dressed in pink and white pointing and laughing off-screen.	A dirt street in what looks to be Japan, with two women dressed in pink and white pointing and laughing off-screen.	neutral
Two boys have made a goal out of two jackets in order to play soccer.	Boys kick a blue soccer ball.	neutral
One fighter delivers a hard blow to the face of another fighter.	A boxer knocks out the other boxer with one punch.	neutral
Oklahoma University football players in front of a crowd of Sooners fans and next to three referees.	The players are wearing white jerseys.	neutral
Three teenage girls walking down the sidewalk together on a nice day	The teenagers are walking to school.	neutral
A man with a baseball cap and shiny sunglasses looks down while another bald man looks down.	The man is at a ball game.	neutral
A man, wearing a shirt and a lungi, is carrying bundles of straw on his head across a farmland.	A tall person with a shirt	neutral
Boy playing on the grass with an orange ball.	The boy was eating too.	neutral
A band practicing with the main man telling instructing well cuing them on what they are playing.	An instructor tells the band about their new song	neutral
An older man and a young girl are looking a fish in pool at a shopping mall.	A grandpa is with his granddaughter at the mall.	neutral
The lady with what and black design coat with a eye shield is posing for a picture in the snow.	A woman is posing for a Christmas card.	neutral
Two African boys both wearing beaded necklaces and with mud painted on their faces.	Two little kids in necklaces have muddy faces.	neutral
Children fishing off a bridge	The children are siblings.	neutral
The dog in a vest leaps in the air and there is a bird flying.	The dog's vest is uncomfortable.	neutral
A scientist performs a lab test using fresh raw eggs.	The raw eggs were given to them for free from the store	neutral
People playing soccer on a soccer field during sunset	Children are playing soccer.	neutral
A group of men outside playing basketball	The men are playing in a basketball tournament.	neutral
A dog splashes in the water	The dog is having fun.	neutral
two boys, one in yellow shorts and one in red shorts, are playing with body boards in the ocean.	The boys are waiting for a wave to ride.	neutral
During karate practice, one student kicks through a wooden plank while another individual holds it at face-height.	Two karate students take turns smashing planks.	neutral
A brown dog is running along a beach.	He is wagging his tail.	neutral
A man and wife in blue jackets and another younger man standing were standing by the creek together.	A married couple in blue jackets stand together with another man watching the creek.	neutral
Blond caucasian male in black t-shirt and cargo shorts, holding a professional digital camera, taking pictures.	A blond man takes photos of puppies.	neutral
A snowboarder wearing a black coat, black hat and white pants is flipping upside-down while snowboarding down a hill.	A snowboarder in white pants is doing a trick at a snowboarding contest.	neutral
Two women walk down a street.	Two women are outdoors in Florida.	neutral
Person on a bike wearing a cone hat, with different items in the front basket of the bike and tied to the back of the bike.	The person on the bike wearing the cone hat is a homeless man.	neutral
A toddler in a red jacket and jeans pulling another toddler wearing a green hat and jacket and red paints in a red wagon.	A baby in red tugged a fellow toddler wearing green and red in a red flyer wagon.	neutral
There is a black and white dog with a large branch running in the field.	The dog is chasing a squirrel	neutral
Young child in a bright red shirt smiles with enjoyment as she is hoisted into the air.	The child is alone.	neutral
A woman in shorts is sitting on a row of black chairs.	The woman is at a funeral.	neutral
A small child with a pacifier on a white chain sits on a green and white striped blanket in a field.	 A small child with a pacifier is smiling.	neutral
A shopkeeper talks to a customer outside his store.	The shopkeeper is discussing a product with his customer	neutral
A man is reading a book while waiting for a train.	A man is reading Harry Potter.	neutral
Man following through on a bowling shot made in an alley.	The man was asked to throw a ball because of a bet.	neutral
A young couple smiling at each other.	The couple is in love.	neutral
A child in an orange shirt and blue jeans jumps from a play set while three other children look on in the background.	A child leaves a play set to join her friends.	neutral
An man with a green shirt and white shorts is playing volleyball.	The man was getting ready for the volley ball competition.	neutral
Three guys play saxophone while another drums on buckets.	The men are playing their instruments outside.	neutral
Brunette guy completing a jump on the pole vault.	Guy is trying to impress is girlfriend.	neutral
kids are playing ball in front of a big fancy building	Kids are playing with a basketball.	neutral
A man in a blue shirt reaches for a large wooden block.	The man is going to stack some blocks.	neutral
A small child is hiding behind a large cardboard box.	The child is playing with the big cardboard box.	neutral
an ambulance drives on the street.	The ambulance is en route to a call.	neutral
A little boy in a yellow shirt seems happy amongst a group of people.	The boy loves the color yellow.	neutral
Four people are sitting down on a sidewalk.	Several people are sitting down.	neutral
A baby is laying on his back and smiling.	A baby is smiling at his mom.	neutral
A man in a gold skirt sits in front of the computer.	A man in a golf skirt sitting at his computer typing to his friends online.	neutral
A woman with brown hair has her hand on her chin.	The woman with the brown hair is deep in thought.	neutral
An old Asian lady is sitting on a crate by a stand full of clothing.	An old lady selling off used clothing at a market.	neutral
A man preparing to cook fish for his visitors during a local town event organized by nike company.	A man preparing some trout.	neutral
Carnival Barker stands in front of a circus tent.	THe stands are at the circus	neutral
Little girl brushing her teeth.	A little girl is brushing her teeth in the bathroom.	neutral
A man in a black sweater is shooting a dart towards a darts board on a wall next to a red curtain.	The man is blindfolded.	neutral
A smiling man in uniform stands on a cobblestone street, surrounded by grinning people in brightly-colored clothes.	A neighborhood is greeting some people.	neutral
A man is climbing up a rock while another man watches him from behind.	A man is setting a world record.	neutral
Three little girls wearing brown and pick sweaters are walking on the street.	Three little girls are walking down the street to the store.	neutral
A smiling group posing together.	A family are having their annual photograph taken	neutral
A woman in a blue bikini lays on the beach on a towel, as a group of men look on.	There is a women laying outdoors watching her kids play	neutral
A group of people wearing white clothing walking together carrying buckets on their shoulders.	Some woman have gone to retrieve water.	neutral
Cars line up in a very busy road in the middle of the city.	The drivers are frustrated.	neutral
Two people stand next to a goat.	Two people are next to the family pet.	neutral
Some people are walking up a stairway near the water.	The stairs are white.	neutral
A man in shorts and a woman in a black and white polka dot bikini sunbathing on the beach.	They are on vacation	neutral
A man in a red jacket is standing by a bicycle and trailer in a city street.	A man is leaning against a trailer.	neutral
A woman in a black dress crosses the street while the other woman with a mobile phone on her ear pauses while crossing the street.	There are woman crossing the street to get to work.	neutral
A middle-aged solo musician performs by singing and playing the guitar.	The muscisian is on stage.	neutral
A man with a Texas flag stands in the snow by tents.	A Texan man with a Texas flag stands in a snowstorm.	neutral
an old man sitting on a bench staring at the ocean	The bench is on the boardwalk.	neutral
The ponies look like they love each other.	There are two ponies.	neutral
A baseball pitcher wearing a white and red uniform caught in midpitch of the ball.	People play baseball outside.	neutral
A person in purple carrying a large metal object.	The man carrys the object.	neutral
A woman with black hair looking back at the camera while she is using a white canister.	A woman is looking back at the camera advertising a new white canister they are selling.	neutral
People sit in a crowded stadium watching some sort of event- there is a woman with red-hair in the foreground and in the bottom left corner two people stare directly at the picture taker.	People sit in a crowded stadium, watching a football game, there is a woman with red hair in the foreground and in the bottom left corner two people stare at the picture taker	neutral
this man is works harder than most people in the world.	The man is a soldier.	neutral
An old woman gazes up with thought, with two smiling women and a large man in the back and foreground.	The old woman is about to tell a story.	neutral
A man in tan pants and a woman wearing a knee brace dancing.	The two people dancing are related.	neutral
Lady in a blue polo holding a baby and a small box.	The mother carries her son's diapers with her in a box.	neutral
A group of children wearing medals around their necks are standing around a table filled with food, buffet style.	A group of children are about to eat at their victory celebration buffet.	neutral
A woman with a red shirt and red purse facing away from a man with a black hat sitting on a bench.	A woman wearing a red shirt is crying as she sits away from her husband.	neutral
Two military men interact with one another while holding a yellow cable.	The men are in the Marines	neutral
A brown dog jumps over hurdle with flames on each end.	The dog is burned	neutral
A young girl in a bikini jumping on the beach.	young girl in beach	neutral
An Asian woman is standing on the curb with her shopping bags.	the woman is pretty	neutral
A young lady being comforted by a man after she has seen something sad and it has made her cry.	A young lady is crying because she saw a dog get hit by a car.	neutral
A middle-aged man sitting by himself playing an accordion.	A tall human sitting	neutral
Two women sitting and blowing bubbles with gum.	friends blow bubbles at the mall	neutral
A vehicle climbs on rocks near a forest.	A vehicle is climbings in a forest	neutral
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.	A woman is packing for a trip.	neutral
A man with short hair outs his arm around a woman with long brown hair.	a man embraces his girlfriend	neutral
Boy with a blue shirt, playing in the street with a toy.	Boy playing in the street with his favorite toy.	neutral
Girl slinging water out of hair while in a pool.	The pool is clean.	neutral
The little girl in the pool is wearing a red swimsuit.	The girl is wearing a hat.	neutral
A woman in a green tank top riding down a festival slide.	A mother of three is riding down a festival slide in a green tank top.	neutral
Two women pole dance in the middle of the street.	Two women are dancing on a pole while people watch.	neutral
Four college-aged individuals- two males and two females- sitting on the concrete steps outside of a brick building	The students are sitting outside waiting for their professor, who is late.	neutral
A woman in a red shirt playing the cello.	The woman is in a band.	neutral
An adult is braiding the hair of a young schoolgirl who sitting in a wooden chair in front of a tent with a baby in her lap.	A man braiding a young girl's hair.	neutral
A police officer walking by a large beauty advert.	The officer is a man.	neutral
A man is walking a white dog on a leash in a park setting.	A man is walking a dog in Central Park.	neutral
A man in casual clothes is speaking in front of people.	casual wear doesnt matter for a leader	neutral
A woman in a white wedding gown with gold trim standing with a man in a black suit.	She is standing with her father.	neutral
A girl and two boys stand up on a ride.	The girl is older than the two boys.	neutral
An individual is skiing or snowboarding	Someone skiing down a slope.	neutral
